TAZ,id,Saudi_Male,Saudi_Fema,Total_Saud,Non_Saudi,Non_Saud_1,Total_Non_,Total_Pop,Area,sergios_data_TAZ_1,sergios_data_Saudi_Male,sergios_data_Saudi_Fema,sergios_data_Total_Saud,sergios_data_Non_Saudi,sergios_data_Non_Saud_1,sergios_data_Total_Non_,sergios_data_Total_Pop,sergios_data_Area,sergios_data_Perc,sergios_data_TAZ_12,sergios_data_Saudi_Ma_1,sergios_data_Saudi_Fe_1,sergios_data_Total_Sa_1,sergios_data_Non_Saudi_,sergios_data_Non_Saudi1,sergios_data_Total_Non1,sergios_data_Total_Po_1,sergios_data_Perc_Cont,sergios_data_Perc_Cat
260,260,254,258,512,526,383,909,1421,,260,254,258,512,526,383,909,1421,0,0.64,260,254,258,512,526,383,909,1421,0.63969,4
178,178,95,95,190,327,203,530,720,,178,95,95,190,327,203,530,720,0,0.74,178,95,95,190,327,203,530,720,0.736111,4
182,182,139,146,285,308,216,524,809,,182,139,146,285,308,216,524,809,0,0.65,182,139,146,285,308,216,524,809,0.647713,4
179,179,127,134,261,232,162,394,655,,179,127,134,261,232,162,394,655,0,0.6,179,127,134,261,232,162,394,655,0.601527,3
181,181,593,621,1214,1320,924,2244,3458,,181,593,621,1214,1320,924,2244,3458,0,0.65,181,593,621,1214,1320,924,2244,3458,0.64893,4
203,203,280,324,604,5630,1758,7388,7992,,203,280,324,604,5630,1758,7388,7992,0,0.92,203,280,324,604,5630,1758,7388,7992,0.924424,5
201,201,232,268,500,4575,1429,6004,6504,,201,232,268,500,4575,1429,6004,6504,0,0.92,201,232,268,500,4575,1429,6004,6504,0.923124,5
30,30,1581,1248,2829,4445,2993,7438,10267,,30,1581,1248,2829,4445,2993,7438,10267,0,0.72,30,1581,1248,2829,4445,2993,7438,10267,0.724457,4
28,28,896,634,1530,603,385,988,2518,,28,896,634,1530,603,385,988,2518,0,0.39,28,896,634,1530,603,385,988,2518,0.392375,2
29,29,3267,2580,5847,11815,7955,19770,25617,,29,3267,2580,5847,11815,7955,19770,25617,0,0.77,29,3267,2580,5847,11815,7955,19770,25617,0.771753,4
176,176,955,686,1641,2241,2274,4515,6156,,176,955,686,1641,2241,2274,4515,6156,0,0.73,176,955,686,1641,2241,2274,4515,6156,0.733431,4
24,24,864,772,1636,707,899,1606,3242,,24,864,772,1636,707,899,1606,3242,0,0.5,24,864,772,1636,707,899,1606,3242,0.495373,3
22,22,764,683,1447,599,763,1362,2809,,22,764,683,1447,599,763,1362,2809,0,0.48,22,764,683,1447,599,763,1362,2809,0.48487,3
26,26,0,0,0,0,0,0,0,,26,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,1
254,254,6,5,11,2,1,3,14,,254,6,5,11,2,1,3,14,0,0.21,254,6,5,11,2,1,3,14,0.214286,2
252,252,1434,1398,2832,2287,2162,4449,7281,,252,1434,1398,2832,2287,2162,4449,7281,0,0.61,252,1434,1398,2832,2287,2162,4449,7281,0.611042,4
914,914,4617,4805,9422,3111,3192,6303,15725,,914,4617,4805,9422,3111,3192,6303,15725,0,0.4,914,4617,4805,9422,3111,3192,6303,15725,0.400827,2
915,915,2243,1998,4241,1558,1463,3021,7262,,915,2243,1998,4241,1558,1463,3021,7262,0,0.42,915,2243,1998,4241,1558,1463,3021,7262,0.416001,3
142,142,4615,4413,9028,2228,1965,4193,13221,,142,4615,4413,9028,2228,1965,4193,13221,0,0.32,142,4615,4413,9028,2228,1965,4193,13221,0.317147,2
128,128,12925,10109,23034,5529,1974,7503,30537,,128,12925,10109,23034,5529,1974,7503,30537,0,0.25,128,12925,10109,23034,5529,1974,7503,30537,0.245702,2
777,777,0,0,0,44,0,44,44,,777,0,0,0,44,0,44,44,0,1,777,0,0,0,44,0,44,44,1,5
454,454,0,0,0,9230,0,9230,9230,,454,0,0,0,9230,0,9230,9230,0,1,454,0,0,0,9230,0,9230,9230,1,5
452,452,1,0,1,189,2,191,192,,452,1,0,1,189,2,191,192,0,0.99,452,1,0,1,189,2,191,192,0.994792,5
639,639,0,0,0,0,0,0,0,,639,0,0,0,0,0,0,0,0,0,639,0,0,0,0,0,0,0,0,1
695,695,15,14,29,14,9,23,52,,695,15,14,29,14,9,23,52,0,0.44,695,15,14,29,14,9,23,52,0.442308,3
679,679,0,0,0,0,0,0,0,,679,0,0,0,0,0,0,0,0,0,679,0,0,0,0,0,0,0,0,1
405,405,11,6,17,520,23,543,560,,405,11,6,17,520,23,543,560,0,0.97,405,11,6,17,520,23,543,560,0.969643,5
377,377,0,0,0,29,1,30,30,,377,0,0,0,29,1,30,30,0,1,377,0,0,0,29,1,30,30,1,5
481,481,51,45,96,3,1,4,100,,481,51,45,96,3,1,4,100,0,0.04,481,51,45,96,3,1,4,100,0.04,1
466,466,4562,4101,8663,533,306,839,9502,,466,4562,4101,8663,533,306,839,9502,0,0.09,466,4562,4101,8663,533,306,839,9502,0.088297,1
1383,1383,2261,2033,4294,232,133,365,4659,,1383,2261,2033,4294,232,133,365,4659,0,0.08,1383,2261,2033,4294,232,133,365,4659,0.078343,1
1456,1456,75,94,169,30,9,39,208,,1456,75,94,169,30,9,39,208,0,0.19,1456,75,94,169,30,9,39,208,0.1875,1
480,480,2319,2086,4405,171,98,269,4674,,480,2319,2086,4405,171,98,269,4674,0,0.06,480,2319,2086,4405,171,98,269,4674,0.057552,1
44,44,7985,7230,15215,92,831,923,16138,,44,7985,7230,15215,92,831,923,16138,0,0.06,44,7985,7230,15215,92,831,923,16138,0.057194,1
426,426,2875,2604,5479,10,94,104,5583,,426,2875,2604,5479,10,94,104,5583,0,0.02,426,2875,2604,5479,10,94,104,5583,0.018628,1
149,149,12684,10053,22737,3279,1639,4918,27655,,149,12684,10053,22737,3279,1639,4918,27655,0,0.18,149,12684,10053,22737,3279,1639,4918,27655,0.177834,1
627,627,0,0,0,0,0,0,0,,627,0,0,0,0,0,0,0,0,0,627,0,0,0,0,0,0,0,0,1
589,589,2330,1665,3995,294,336,630,4625,,589,2330,1665,3995,294,336,630,4625,0,0.14,589,2330,1665,3995,294,336,630,4625,0.136216,1
558,558,0,0,0,0,0,0,0,,558,0,0,0,0,0,0,0,0,0,558,0,0,0,0,0,0,0,0,1
555,555,0,0,0,0,0,0,0,,555,0,0,0,0,0,0,0,0,0,555,0,0,0,0,0,0,0,0,1
696,696,1400,1253,2653,1818,1142,2960,5613,,696,1400,1253,2653,1818,1142,2960,5613,0,0.53,696,1400,1253,2653,1818,1142,2960,5613,0.527347,3
697,697,0,0,0,0,0,0,0,,697,0,0,0,0,0,0,0,0,0,697,0,0,0,0,0,0,0,0,1
610,610,91,46,137,23,12,35,172,,610,91,46,137,23,12,35,172,0,0.2,610,91,46,137,23,12,35,172,0.203488,1
6,6,2063,1840,3903,1551,850,2401,6304,,6,2063,1840,3903,1551,850,2401,6304,0,0.38,6,2063,1840,3903,1551,850,2401,6304,0.380869,2
173,173,671,561,1232,545,963,1508,2740,,173,671,561,1232,545,963,1508,2740,0,0.55,173,671,561,1232,545,963,1508,2740,0.550365,3
398,398,5,7,12,129,67,196,208,,398,5,7,12,129,67,196,208,0,0.94,398,5,7,12,129,67,196,208,0.942308,5
515,515,131,127,258,60,37,97,355,,515,131,127,258,60,37,97,355,0,0.27,515,131,127,258,60,37,97,355,0.273239,2
484,484,2241,1947,4188,689,1138,1827,6015,,484,2241,1947,4188,689,1138,1827,6015,0,0.3,484,2241,1947,4188,689,1138,1827,6015,0.303741,2
687,687,6533,5792,12325,1508,786,2294,14619,,687,6533,5792,12325,1508,786,2294,14619,0,0.16,687,6533,5792,12325,1508,786,2294,14619,0.156919,1
671,671,0,0,0,0,0,0,0,,671,0,0,0,0,0,0,0,0,0,671,0,0,0,0,0,0,0,0,1
431,431,0,0,0,0,0,0,0,,431,0,0,0,0,0,0,0,0,0,431,0,0,0,0,0,0,0,0,1
1,1,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
439,439,1017,508,1525,103,51,154,1679,,439,1017,508,1525,103,51,154,1679,0,0.09,439,1017,508,1525,103,51,154,1679,0.091721,1
407,407,0,1,1,9,5,14,15,,407,0,1,1,9,5,14,15,0,0.93,407,0,1,1,9,5,14,15,0.933333,5
645,645,136,88,224,23,22,45,269,,645,136,88,224,23,22,45,269,0,0.17,645,136,88,224,23,22,45,269,0.167286,1
648,648,599,386,985,415,387,802,1787,,648,599,386,985,415,387,802,1787,0,0.45,648,599,386,985,415,387,802,1787,0.448797,3
15,15,853,550,1403,157,146,303,1706,,15,853,550,1403,157,146,303,1706,0,0.18,15,853,550,1403,157,146,303,1706,0.177608,1
649,649,211,136,347,81,75,156,503,,649,211,136,347,81,75,156,503,0,0.31,649,211,136,347,81,75,156,503,0.310139,2
652,652,244,158,402,189,176,365,767,,652,244,158,402,189,176,365,767,0,0.48,652,244,158,402,189,176,365,767,0.47588,3
653,653,453,292,745,80,75,155,900,,653,453,292,745,80,75,155,900,0,0.17,653,453,292,745,80,75,155,900,0.172222,1
654,654,469,303,772,115,107,222,994,,654,469,303,772,115,107,222,994,0,0.22,654,469,303,772,115,107,222,994,0.22334,2
670,670,7,5,12,2,2,4,16,,670,7,5,12,2,2,4,16,0,0.25,670,7,5,12,2,2,4,16,0.25,2
60,60,1,1,2,2,1,3,5,,60,1,1,2,2,1,3,5,0,0.6,60,1,1,2,2,1,3,5,0.6,3
672,672,0,0,0,0,0,0,0,,672,0,0,0,0,0,0,0,0,0,672,0,0,0,0,0,0,0,0,1
658,658,114,104,218,18,16,34,252,,658,114,104,218,18,16,34,252,0,0.13,658,114,104,218,18,16,34,252,0.134921,1
659,659,291,266,557,74,65,139,696,,659,291,266,557,74,65,139,696,0,0.2,659,291,266,557,74,65,139,696,0.199713,1
18,18,470,432,902,306,268,574,1476,,18,470,432,902,306,268,574,1476,0,0.39,18,470,432,902,306,268,574,1476,0.388889,2
664,664,554,508,1062,352,309,661,1723,,664,554,508,1062,352,309,661,1723,0,0.38,664,554,508,1062,352,309,661,1723,0.383633,2
656,656,178,163,341,178,156,334,675,,656,178,163,341,178,156,334,675,0,0.49,656,178,163,341,178,156,334,675,0.494815,3
667,667,159,146,305,16,14,30,335,,667,159,146,305,16,14,30,335,0,0.09,667,159,146,305,16,14,30,335,0.089552,1
19,19,593,544,1137,220,193,413,1550,,19,593,544,1137,220,193,413,1550,0,0.27,19,593,544,1137,220,193,413,1550,0.266452,2
668,668,465,427,892,155,137,292,1184,,668,465,427,892,155,137,292,1184,0,0.25,668,465,427,892,155,137,292,1184,0.246622,2
783,783,243,217,460,43,55,98,558,,783,243,217,460,43,55,98,558,0,0.18,783,243,217,460,43,55,98,558,0.175627,1
784,784,488,435,923,442,563,1005,1928,,784,488,435,923,442,563,1005,1928,0,0.52,784,488,435,923,442,563,1005,1928,0.521266,3
785,785,96,85,181,52,66,118,299,,785,96,85,181,52,66,118,299,0,0.39,785,96,85,181,52,66,118,299,0.394649,2
786,786,525,469,994,175,223,398,1393,,786,525,469,994,175,223,398,1393,0,0.29,786,525,469,994,175,223,398,1393,0.285714,2
787,787,885,789,1674,299,380,679,2353,,787,885,789,1674,299,380,679,2353,0,0.29,787,885,789,1674,299,380,679,2353,0.288568,2
788,788,444,396,840,334,424,758,1598,,788,444,396,840,334,424,758,1598,0,0.47,788,444,396,840,334,424,758,1598,0.474343,3
827,827,810,728,1538,1491,1333,2824,4362,,827,810,728,1538,1491,1333,2824,4362,0,0.65,827,810,728,1538,1491,1333,2824,4362,0.647409,4
32,32,896,804,1700,543,485,1028,2728,,32,896,804,1700,543,485,1028,2728,0,0.38,32,896,804,1700,543,485,1028,2728,0.376833,2
828,828,1067,959,2026,1489,1332,2821,4847,,828,1067,959,2026,1489,1332,2821,4847,0,0.58,828,1067,959,2026,1489,1332,2821,4847,0.582009,3
838,838,598,537,1135,689,616,1305,2440,,838,598,537,1135,689,616,1305,2440,0,0.53,838,598,537,1135,689,616,1305,2440,0.534836,3
839,839,893,803,1696,324,289,613,2309,,839,893,803,1696,324,289,613,2309,0,0.27,839,893,803,1696,324,289,613,2309,0.265483,2
33,33,453,407,860,285,254,539,1399,,33,453,407,860,285,254,539,1399,0,0.39,33,453,407,860,285,254,539,1399,0.385275,2
840,840,315,283,598,275,246,521,1119,,840,315,283,598,275,246,521,1119,0,0.47,840,315,283,598,275,246,521,1119,0.465594,3
841,841,576,518,1094,403,361,764,1858,,841,576,518,1094,403,361,764,1858,0,0.41,841,576,518,1094,403,361,764,1858,0.411195,3
842,842,302,271,573,385,344,729,1302,,842,302,271,573,385,344,729,1302,0,0.56,842,302,271,573,385,344,729,1302,0.559908,3
869,869,44,40,84,7,7,14,98,,869,44,40,84,7,7,14,98,0,0.14,869,44,40,84,7,7,14,98,0.142857,1
870,870,306,275,581,159,143,302,883,,870,306,275,581,159,143,302,883,0,0.34,870,306,275,581,159,143,302,883,0.342016,2
871,871,612,549,1161,541,483,1024,2185,,871,612,549,1161,541,483,1024,2185,0,0.47,871,612,549,1161,541,483,1024,2185,0.46865,3
872,872,549,493,1042,286,255,541,1583,,872,549,493,1042,286,255,541,1583,0,0.34,872,549,493,1042,286,255,541,1583,0.341756,2
873,873,306,275,581,366,328,694,1275,,873,306,275,581,366,328,694,1275,0,0.54,873,306,275,581,366,328,694,1275,0.544314,3
675,675,0,0,0,0,0,0,0,,675,0,0,0,0,0,0,0,0,0,675,0,0,0,0,0,0,0,0,1
68,68,0,0,0,0,0,0,0,,68,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,1
676,676,0,0,0,0,0,0,0,,676,0,0,0,0,0,0,0,0,0,676,0,0,0,0,0,0,0,0,1
790,790,152,111,263,415,422,837,1100,,790,152,111,263,415,422,837,1100,0,0.76,790,152,111,263,415,422,837,1100,0.760909,4
791,791,0,0,0,0,0,0,0,,791,0,0,0,0,0,0,0,0,0,791,0,0,0,0,0,0,0,0,1
75,75,0,0,0,0,0,0,0,,75,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,1
792,792,0,0,0,0,0,0,0,,792,0,0,0,0,0,0,0,0,0,792,0,0,0,0,0,0,0,0,1
829,829,7,6,13,27,24,51,64,,829,7,6,13,27,24,51,64,0,0.8,829,7,6,13,27,24,51,64,0.796875,4
830,830,155,148,303,582,499,1081,1384,,830,155,148,303,582,499,1081,1384,0,0.78,830,155,148,303,582,499,1081,1384,0.781069,4
98,98,318,303,621,1274,1093,2367,2988,,98,318,303,621,1274,1093,2367,2988,0,0.79,98,318,303,621,1274,1093,2367,2988,0.792169,4
99,99,25,24,49,107,91,198,247,,99,25,24,49,107,91,198,247,0,0.8,99,25,24,49,107,91,198,247,0.801619,4
874,874,78,74,152,291,250,541,693,,874,78,74,152,291,250,541,693,0,0.78,874,78,74,152,291,250,541,693,0.780664,4
875,875,182,174,356,672,576,1248,1604,,875,182,174,356,672,576,1248,1604,0,0.78,875,182,174,356,672,576,1248,1604,0.778055,4
876,876,115,109,224,417,357,774,998,,876,115,109,224,417,357,774,998,0,0.78,876,115,109,224,417,357,774,998,0.775551,4
1025,1025,125,104,229,231,154,385,614,,1025,125,104,229,231,154,385,614,0,0.63,1025,125,104,229,231,154,385,614,0.627036,4
42,42,588,492,1080,1007,672,1679,2759,,42,588,492,1080,1007,672,1679,2759,0,0.61,42,588,492,1080,1007,672,1679,2759,0.608554,3
1026,1026,20,16,36,25,17,42,78,,1026,20,16,36,25,17,42,78,0,0.54,1026,20,16,36,25,17,42,78,0.538462,3
1027,1027,0,0,0,0,0,0,0,,1027,0,0,0,0,0,0,0,0,0,1027,0,0,0,0,0,0,0,0,1
1035,1035,111,119,230,325,304,629,859,,1035,111,119,230,325,304,629,859,0,0.73,1035,111,119,230,325,304,629,859,0.732247,4
108,108,501,534,1035,1499,1401,2900,3935,,108,501,534,1035,1499,1401,2900,3935,0,0.74,108,501,534,1035,1499,1401,2900,3935,0.736976,4
1036,1036,0,0,0,0,0,0,0,,1036,0,0,0,0,0,0,0,0,0,1036,0,0,0,0,0,0,0,0,1
877,877,379,363,742,859,738,1597,2339,,877,379,363,742,859,738,1597,2339,0,0.68,877,379,363,742,859,738,1597,2339,0.68277,4
878,878,609,582,1191,820,704,1524,2715,,878,609,582,1191,820,704,1524,2715,0,0.56,878,609,582,1191,820,704,1524,2715,0.561326,3
879,879,470,450,920,643,551,1194,2114,,879,470,450,920,643,551,1194,2114,0,0.56,879,470,450,920,643,551,1194,2114,0.564806,3
859,859,521,498,1019,1025,880,1905,2924,,859,521,498,1019,1025,880,1905,2924,0,0.65,859,521,498,1019,1025,880,1905,2924,0.651505,4
101,101,681,651,1332,1443,1238,2681,4013,,101,681,651,1332,1443,1238,2681,4013,0,0.67,101,681,651,1332,1443,1238,2681,4013,0.668079,4
860,860,492,471,963,648,557,1205,2168,,860,492,471,963,648,557,1205,2168,0,0.56,860,492,471,963,648,557,1205,2168,0.555812,3
104,104,216,174,390,293,215,508,898,,104,216,174,390,293,215,508,898,0,0.57,104,216,174,390,293,215,508,898,0.565702,3
862,862,332,267,599,355,261,616,1215,,862,332,267,599,355,261,616,1215,0,0.51,862,332,267,599,355,261,616,1215,0.506996,3
863,863,70,57,127,115,85,200,327,,863,70,57,127,115,85,200,327,0,0.61,863,70,57,127,115,85,200,327,0.611621,4
864,864,139,112,251,267,196,463,714,,864,139,112,251,267,196,463,714,0,0.65,864,139,112,251,267,196,463,714,0.648459,4
865,865,122,97,219,208,153,361,580,,865,122,97,219,208,153,361,580,0,0.62,865,122,97,219,208,153,361,580,0.622414,4
846,846,286,274,560,316,272,588,1148,,846,286,274,560,316,272,588,1148,0,0.51,846,286,274,560,316,272,588,1148,0.512195,3
847,847,368,352,720,978,839,1817,2537,,847,368,352,720,978,839,1817,2537,0,0.72,847,368,352,720,978,839,1817,2537,0.7162,4
88,88,402,385,787,653,561,1214,2001,,88,402,385,787,653,561,1214,2001,0,0.61,88,402,385,787,653,561,1214,2001,0.606697,3
87,87,968,925,1893,2688,2307,4995,6888,,87,968,925,1893,2688,2307,4995,6888,0,0.73,87,968,925,1893,2688,2307,4995,6888,0.725174,4
832,832,549,524,1073,1452,1247,2699,3772,,832,549,524,1073,1452,1247,2699,3772,0,0.72,832,549,524,1073,1452,1247,2699,3772,0.715536,4
803,803,755,555,1310,1037,1057,2094,3404,,803,755,555,1310,1037,1057,2094,3404,0,0.62,803,755,555,1310,1037,1057,2094,3404,0.615159,4
78,78,426,313,739,383,391,774,1513,,78,426,313,739,383,391,774,1513,0,0.51,78,426,313,739,383,391,774,1513,0.511566,3
804,804,570,419,989,997,1016,2013,3002,,804,570,419,989,997,1016,2013,3002,0,0.67,804,570,419,989,997,1016,2013,3002,0.670553,4
794,794,661,485,1146,533,544,1077,2223,,794,661,485,1146,533,544,1077,2223,0,0.48,794,661,485,1146,533,544,1077,2223,0.48448,3
73,73,834,612,1446,641,653,1294,2740,,73,834,612,1446,641,653,1294,2740,0,0.47,73,834,612,1446,641,653,1294,2740,0.472263,3
795,795,435,319,754,159,163,322,1076,,795,435,319,754,159,163,322,1076,0,0.3,795,435,319,754,159,163,322,1076,0.299257,2
740,740,996,967,1963,1047,551,1598,3561,,740,996,967,1963,1047,551,1598,3561,0,0.45,740,996,967,1963,1047,551,1598,3561,0.44875,3
741,741,623,605,1228,616,324,940,2168,,741,623,605,1228,616,324,940,2168,0,0.43,741,623,605,1228,616,324,940,2168,0.433579,3
67,67,815,791,1606,809,425,1234,2840,,67,815,791,1606,809,425,1234,2840,0,0.43,67,815,791,1606,809,425,1234,2840,0.434507,3
71,71,367,356,723,376,197,573,1296,,71,367,356,723,376,197,573,1296,0,0.44,71,367,356,723,376,197,573,1296,0.44213,3
746,746,60,59,119,176,93,269,388,,746,60,59,119,176,93,269,388,0,0.69,746,60,59,119,176,93,269,388,0.693299,4
747,747,722,700,1422,1120,589,1709,3131,,747,722,700,1422,1120,589,1709,3131,0,0.55,747,722,700,1422,1120,589,1709,3131,0.545832,3
704,704,941,733,1674,638,446,1084,2758,,704,941,733,1674,638,446,1084,2758,0,0.39,704,941,733,1674,638,446,1084,2758,0.393038,2
62,62,593,461,1054,401,280,681,1735,,62,593,461,1054,401,280,681,1735,0,0.39,62,593,461,1054,401,280,681,1735,0.392507,2
705,705,1073,835,1908,573,401,974,2882,,705,1073,835,1908,573,401,974,2882,0,0.34,705,1073,835,1908,573,401,974,2882,0.33796,2
58,58,859,669,1528,633,442,1075,2603,,58,859,669,1528,633,442,1075,2603,0,0.41,58,859,669,1528,633,442,1075,2603,0.412985,3
682,682,784,610,1394,579,405,984,2378,,682,784,610,1394,579,405,984,2378,0,0.41,682,784,610,1394,579,405,984,2378,0.413793,3
691,691,518,403,921,321,225,546,1467,,691,518,403,921,321,225,546,1467,0,0.37,691,518,403,921,321,225,546,1467,0.372188,2
584,584,1227,1053,2280,219,405,624,2904,,584,1227,1053,2280,219,405,624,2904,0,0.21,584,1227,1053,2280,219,405,624,2904,0.214876,2
585,585,1461,1254,2715,268,494,762,3477,,585,1461,1254,2715,268,494,762,3477,0,0.22,585,1461,1254,2715,268,494,762,3477,0.219154,2
586,586,2843,2442,5285,758,1399,2157,7442,,586,2843,2442,5285,758,1399,2157,7442,0,0.29,586,2843,2442,5285,758,1399,2157,7442,0.289841,2
54,54,1353,1064,2417,827,680,1507,3924,,54,1353,1064,2417,827,680,1507,3924,0,0.38,54,1353,1064,2417,827,680,1507,3924,0.384047,2
598,598,3632,2858,6490,1719,1412,3131,9621,,598,3632,2858,6490,1719,1412,3131,9621,0,0.33,598,3632,2858,6490,1719,1412,3131,9621,0.325434,2
599,599,2809,2210,5019,1503,1234,2737,7756,,599,2809,2210,5019,1503,1234,2737,7756,0,0.35,599,2809,2210,5019,1503,1234,2737,7756,0.352888,2
590,590,2083,1712,3795,117,59,176,3971,,590,2083,1712,3795,117,59,176,3971,0,0.04,590,2083,1712,3795,117,59,176,3971,0.044321,1
51,51,109,89,198,2,1,3,201,,51,109,89,198,2,1,3,201,0,0.01,51,109,89,198,2,1,3,201,0.014925,1
591,591,1768,1454,3222,107,54,161,3383,,591,1768,1454,3222,107,54,161,3383,0,0.05,591,1768,1454,3222,107,54,161,3383,0.047591,1
601,601,1984,1531,3515,1213,441,1654,5169,,601,1984,1531,3515,1213,441,1654,5169,0,0.32,601,1984,1531,3515,1213,441,1654,5169,0.319985,2
55,55,2088,1611,3699,1676,609,2285,5984,,55,2088,1611,3699,1676,609,2285,5984,0,0.38,55,2088,1611,3699,1676,609,2285,5984,0.381852,2
602,602,1476,1140,2616,998,363,1361,3977,,602,1476,1140,2616,998,363,1361,3977,0,0.34,602,1476,1140,2616,998,363,1361,3977,0.342218,2
594,594,2650,1918,4568,360,432,792,5360,,594,2650,1918,4568,360,432,792,5360,0,0.15,594,2650,1918,4568,360,432,792,5360,0.147761,1
596,596,0,0,0,0,0,0,0,,596,0,0,0,0,0,0,0,0,0,596,0,0,0,0,0,0,0,0,1
52,52,603,436,1039,9,11,20,1059,,52,603,436,1039,9,11,20,1059,0,0.02,52,603,436,1039,9,11,20,1059,0.018886,1
604,604,1817,1072,2889,1070,699,1769,4658,,604,1817,1072,2889,1070,699,1769,4658,0,0.38,604,1817,1072,2889,1070,699,1769,4658,0.379777,2
605,605,2600,1534,4134,2017,1319,3336,7470,,605,2600,1534,4134,2017,1319,3336,7470,0,0.45,605,2600,1534,4134,2017,1319,3336,7470,0.446586,3
56,56,1445,853,2298,982,642,1624,3922,,56,1445,853,2298,982,642,1624,3922,0,0.41,56,1445,853,2298,982,642,1624,3922,0.414074,3
723,723,2982,2639,5621,1860,1349,3209,8830,,723,2982,2639,5621,1860,1349,3209,8830,0,0.36,723,2982,2639,5621,1860,1349,3209,8830,0.36342,2
724,724,2137,1891,4028,1001,727,1728,5756,,724,2137,1891,4028,1001,727,1728,5756,0,0.3,724,2137,1891,4028,1001,727,1728,5756,0.300208,2
725,725,2510,2222,4732,1977,1434,3411,8143,,725,2510,2222,4732,1977,1434,3411,8143,0,0.42,725,2510,2222,4732,1977,1434,3411,8143,0.418887,3
607,607,3144,2668,5812,729,638,1367,7179,,607,3144,2668,5812,729,638,1367,7179,0,0.19,607,3144,2668,5812,729,638,1367,7179,0.190416,1
608,608,1981,1680,3661,1147,1004,2151,5812,,608,1981,1680,3661,1147,1004,2151,5812,0,0.37,608,1981,1680,3661,1147,1004,2151,5812,0.370096,2
120,120,779,661,1440,311,273,584,2024,,120,779,661,1440,311,273,584,2024,0,0.29,120,779,661,1440,311,273,584,2024,0.288538,2
122,122,645,556,1201,431,331,762,1963,,122,645,556,1201,431,331,762,1963,0,0.39,122,645,556,1201,431,331,762,1963,0.388181,2
727,727,2358,2029,4387,1624,1245,2869,7256,,727,2358,2029,4387,1624,1245,2869,7256,0,0.4,727,2358,2029,4387,1624,1245,2869,7256,0.395397,2
728,728,2350,2022,4372,885,678,1563,5935,,728,2350,2022,4372,885,678,1563,5935,0,0.26,728,2350,2022,4372,885,678,1563,5935,0.263353,2
85,85,3210,2742,5952,1307,1777,3084,9036,,85,3210,2742,5952,1307,1777,3084,9036,0,0.34,85,3210,2742,5952,1307,1777,3084,9036,0.341301,2
758,758,2520,2153,4673,1067,1451,2518,7191,,758,2520,2153,4673,1067,1451,2518,7191,0,0.35,758,2520,2153,4673,1067,1451,2518,7191,0.35016,2
759,759,4,3,7,3,4,7,14,,759,4,3,7,3,4,7,14,0,0.5,759,4,3,7,3,4,7,14,0.5,3
125,125,1604,1422,3026,202,213,415,3441,,125,1604,1422,3026,202,213,415,3441,0,0.12,125,1604,1422,3026,202,213,415,3441,0.120604,1
761,761,935,830,1765,36,39,75,1840,,761,935,830,1765,36,39,75,1840,0,0.04,761,935,830,1765,36,39,75,1840,0.040761,1
762,762,1265,1121,2386,165,174,339,2725,,762,1265,1121,2386,165,174,339,2725,0,0.12,762,1265,1121,2386,165,174,339,2725,0.124404,1
123,123,2825,2432,5257,2348,1800,4148,9405,,123,2825,2432,5257,2348,1800,4148,9405,0,0.44,123,2825,2432,5257,2348,1800,4148,9405,0.441042,3
730,730,1713,1474,3187,536,411,947,4134,,730,1713,1474,3187,536,411,947,4134,0,0.23,730,1713,1474,3187,536,411,947,4134,0.229076,2
447,447,1075,841,1916,512,183,695,2611,,447,1075,841,1916,512,183,695,2611,0,0.27,447,1075,841,1916,512,183,695,2611,0.266182,2
732,732,1176,920,2096,434,155,589,2685,,732,1176,920,2096,434,155,589,2685,0,0.22,732,1176,920,2096,434,155,589,2685,0.219367,2
733,733,2664,2084,4748,1650,589,2239,6987,,733,2664,2084,4748,1650,589,2239,6987,0,0.32,733,2664,2084,4748,1650,589,2239,6987,0.320452,2
449,449,4035,3652,7687,440,1498,1938,9625,,449,4035,3652,7687,440,1498,1938,9625,0,0.2,449,4035,3652,7687,440,1498,1938,9625,0.201351,1
772,772,3879,3511,7390,205,699,904,8294,,772,3879,3511,7390,205,699,904,8294,0,0.11,772,3879,3511,7390,205,699,904,8294,0.108994,1
773,773,3463,3134,6597,166,563,729,7326,,773,3463,3134,6597,166,563,729,7326,0,0.1,773,3463,3134,6597,166,563,729,7326,0.099509,1
764,764,7485,6638,14123,2989,3164,6153,20276,,764,7485,6638,14123,2989,3164,6153,20276,0,0.3,764,7485,6638,14123,2989,3164,6153,20276,0.303462,2
126,126,1063,943,2006,226,240,466,2472,,126,1063,943,2006,226,240,466,2472,0,0.19,126,1063,943,2006,226,240,466,2472,0.188511,1
765,765,1594,1414,3008,255,270,525,3533,,765,1594,1414,3008,255,270,525,3533,0,0.15,765,1594,1414,3008,255,270,525,3533,0.148599,1
