TAZ,id,Saudi_Male,Saudi_Fema,Total_Saud,Non_Saudi,Non_Saud_1,Total_Non_,Total_Pop,Area,sergios_data_TAZ_1,sergios_data_Saudi_Male,sergios_data_Saudi_Fema,sergios_data_Total_Saud,sergios_data_Non_Saudi,sergios_data_Non_Saud_1,sergios_data_Total_Non_,sergios_data_Total_Pop,sergios_data_Area,sergios_data_Perc,sergios_data_TAZ_12,sergios_data_Saudi_Ma_1,sergios_data_Saudi_Fe_1,sergios_data_Total_Sa_1,sergios_data_Non_Saudi_,sergios_data_Non_Saudi1,sergios_data_Total_Non1,sergios_data_Total_Po_1,sergios_data_Perc_Cont,sergios_data_Perc_Cat
1152,1152,0,0,0,0,0,0,0,,1152,0,0,0,0,0,0,0,0,0,1152,0,0,0,0,0,0,0,0,1
256,256,238,242,480,438,319,757,1237,,256,238,242,480,438,319,757,1237,0,0.61,256,238,242,480,438,319,757,1237,0.611964,4
1409,1409,529,538,1067,935,680,1615,2682,,1409,529,538,1067,935,680,1615,2682,0,0.6,1409,529,538,1067,935,680,1615,2682,0.602163,3
258,258,259,263,522,427,311,738,1260,,258,259,263,522,427,311,738,1260,0,0.59,258,259,263,522,427,311,738,1260,0.585714,3
265,265,205,160,365,116,120,236,601,,265,205,160,365,116,120,236,601,0,0.39,265,205,160,365,116,120,236,601,0.392679,2
355,355,1669,1444,3113,672,903,1575,4688,,355,1669,1444,3113,672,903,1575,4688,0,0.34,355,1669,1444,3113,672,903,1575,4688,0.335964,2
931,931,0,0,0,0,0,0,0,,931,0,0,0,0,0,0,0,0,0,931,0,0,0,0,0,0,0,0,1
932,932,88,77,165,42,57,99,264,,932,88,77,165,42,57,99,264,0,0.38,932,88,77,165,42,57,99,264,0.375,2
933,933,684,591,1275,154,207,361,1636,,933,684,591,1275,154,207,361,1636,0,0.22,933,684,591,1275,154,207,361,1636,0.22066,2
934,934,614,530,1144,143,193,336,1480,,934,614,530,1144,143,193,336,1480,0,0.23,934,614,530,1144,143,193,336,1480,0.227027,2
935,935,782,676,1458,201,270,471,1929,,935,782,676,1458,201,270,471,1929,0,0.24,935,782,676,1458,201,270,471,1929,0.244168,2
936,936,1069,925,1994,312,419,731,2725,,936,1069,925,1994,312,419,731,2725,0,0.27,936,1069,925,1994,312,419,731,2725,0.268257,2
937,937,979,846,1825,364,489,853,2678,,937,979,846,1825,364,489,853,2678,0,0.32,937,979,846,1825,364,489,853,2678,0.318521,2
938,938,803,694,1497,285,384,669,2166,,938,803,694,1497,285,384,669,2166,0,0.31,938,803,694,1497,285,384,669,2166,0.308864,2
939,939,825,713,1538,275,370,645,2183,,939,825,713,1538,275,370,645,2183,0,0.3,939,825,713,1538,275,370,645,2183,0.295465,2
940,940,1058,914,1972,397,533,930,2902,,940,1058,914,1972,397,533,930,2902,0,0.32,940,1058,914,1972,397,533,930,2902,0.320469,2
941,941,2656,2297,4953,983,1321,2304,7257,,941,2656,2297,4953,983,1321,2304,7257,0,0.32,941,2656,2297,4953,983,1321,2304,7257,0.317487,2
942,942,2407,2081,4488,1145,1538,2683,7171,,942,2407,2081,4488,1145,1538,2683,7171,0,0.37,942,2407,2081,4488,1145,1538,2683,7171,0.374146,2
943,943,1620,1401,3021,422,566,988,4009,,943,1620,1401,3021,422,566,988,4009,0,0.25,943,1620,1401,3021,422,566,988,4009,0.246445,2
962,962,1273,1212,2485,455,440,895,3380,,962,1273,1212,2485,455,440,895,3380,0,0.26,962,1273,1212,2485,455,440,895,3380,0.264793,2
963,963,1475,1403,2878,378,366,744,3622,,963,1475,1403,2878,378,366,744,3622,0,0.21,963,1475,1403,2878,378,366,744,3622,0.205411,1
964,964,1263,1202,2465,345,334,679,3144,,964,1263,1202,2465,345,334,679,3144,0,0.22,964,1263,1202,2465,345,334,679,3144,0.215967,2
965,965,1269,1208,2477,291,281,572,3049,,965,1269,1208,2477,291,281,572,3049,0,0.19,965,1269,1208,2477,291,281,572,3049,0.187602,1
357,357,1326,1262,2588,597,579,1176,3764,,357,1326,1262,2588,597,579,1176,3764,0,0.31,357,1326,1262,2588,597,579,1176,3764,0.312434,2
966,966,1460,1390,2850,640,619,1259,4109,,966,1460,1390,2850,640,619,1259,4109,0,0.31,966,1460,1390,2850,640,619,1259,4109,0.306401,2
967,967,1382,1315,2697,920,890,1810,4507,,967,1382,1315,2697,920,890,1810,4507,0,0.4,967,1382,1315,2697,920,890,1810,4507,0.401598,2
968,968,952,905,1857,568,550,1118,2975,,968,952,905,1857,568,550,1118,2975,0,0.38,968,952,905,1857,568,550,1118,2975,0.375798,2
969,969,597,568,1165,317,306,623,1788,,969,597,568,1165,317,306,623,1788,0,0.35,969,597,568,1165,317,306,623,1788,0.348434,2
970,970,0,0,0,0,0,0,0,,970,0,0,0,0,0,0,0,0,0,970,0,0,0,0,0,0,0,0,1
971,971,2282,2092,4374,736,477,1213,5587,,971,2282,2092,4374,736,477,1213,5587,0,0.22,971,2282,2092,4374,736,477,1213,5587,0.217111,2
972,972,2824,2590,5414,846,549,1395,6809,,972,2824,2590,5414,846,549,1395,6809,0,0.2,972,2824,2590,5414,846,549,1395,6809,0.204876,1
1002,1002,1575,1445,3020,417,271,688,3708,,1002,1575,1445,3020,417,271,688,3708,0,0.19,1002,1575,1445,3020,417,271,688,3708,0.185545,1
1003,1003,2692,2468,5160,704,457,1161,6321,,1003,2692,2468,5160,704,457,1161,6321,0,0.18,1003,2692,2468,5160,704,457,1161,6321,0.183673,1
1004,1004,2552,2341,4893,544,353,897,5790,,1004,2552,2341,4893,544,353,897,5790,0,0.15,1004,2552,2341,4893,544,353,897,5790,0.154922,1
1005,1005,3490,3201,6691,966,627,1593,8284,,1005,3490,3201,6691,966,627,1593,8284,0,0.19,1005,3490,3201,6691,966,627,1593,8284,0.192298,1
1006,1006,1524,1397,2921,359,233,592,3513,,1006,1524,1397,2921,359,233,592,3513,0,0.17,1006,1524,1397,2921,359,233,592,3513,0.168517,1
1007,1007,3065,2811,5876,1637,1063,2700,8576,,1007,3065,2811,5876,1637,1063,2700,8576,0,0.31,1007,3065,2811,5876,1637,1063,2700,8576,0.314832,2
365,365,2860,2415,5275,2344,1041,3385,8660,,365,2860,2415,5275,2344,1041,3385,8660,0,0.39,365,2860,2415,5275,2344,1041,3385,8660,0.390878,2
1010,1010,2274,1919,4193,1805,801,2606,6799,,1010,2274,1919,4193,1805,801,2606,6799,0,0.38,1010,2274,1919,4193,1805,801,2606,6799,0.383292,2
1011,1011,2396,2023,4419,1807,802,2609,7028,,1011,2396,2023,4419,1807,802,2609,7028,0,0.37,1011,2396,2023,4419,1807,802,2609,7028,0.371229,2
490,490,2911,2457,5368,675,299,974,6342,,490,2911,2457,5368,675,299,974,6342,0,0.15,490,2911,2457,5368,675,299,974,6342,0.153579,1
1016,1016,1273,1074,2347,497,220,717,3064,,1016,1273,1074,2347,497,220,717,3064,0,0.23,1016,1273,1074,2347,497,220,717,3064,0.234008,2
1017,1017,1186,1002,2188,328,145,473,2661,,1017,1186,1002,2188,328,145,473,2661,0,0.18,1017,1186,1002,2188,328,145,473,2661,0.177753,1
945,945,231,207,438,30,126,156,594,,945,231,207,438,30,126,156,594,0,0.26,945,231,207,438,30,126,156,594,0.262626,2
946,946,348,312,660,28,116,144,804,,946,348,312,660,28,116,144,804,0,0.18,946,348,312,660,28,116,144,804,0.179104,1
947,947,514,461,975,66,278,344,1319,,947,514,461,975,66,278,344,1319,0,0.26,947,514,461,975,66,278,344,1319,0.260804,2
948,948,707,635,1342,224,948,1172,2514,,948,707,635,1342,224,948,1172,2514,0,0.47,948,707,635,1342,224,948,1172,2514,0.466189,3
369,369,12054,10815,22869,530,2240,2770,25639,,369,12054,10815,22869,530,2240,2770,25639,0,0.11,369,12054,10815,22869,530,2240,2770,25639,0.108039,1
949,949,0,0,0,0,0,0,0,,949,0,0,0,0,0,0,0,0,0,949,0,0,0,0,0,0,0,0,1
373,373,134,121,255,99,421,520,775,,373,134,121,255,99,421,520,775,0,0.67,373,134,121,255,99,421,520,775,0.670968,4
951,951,991,833,1824,422,294,716,2540,,951,991,833,1824,422,294,716,2540,0,0.28,951,991,833,1824,422,294,716,2540,0.28189,2
952,952,134,113,247,92,65,157,404,,952,134,113,247,92,65,157,404,0,0.39,952,134,113,247,92,65,157,404,0.388614,2
953,953,206,173,379,31,21,52,431,,953,206,173,379,31,21,52,431,0,0.12,953,206,173,379,31,21,52,431,0.12065,1
954,954,420,353,773,255,178,433,1206,,954,420,353,773,255,178,433,1206,0,0.36,954,420,353,773,255,178,433,1206,0.359038,2
955,955,271,228,499,130,91,221,720,,955,271,228,499,130,91,221,720,0,0.31,955,271,228,499,130,91,221,720,0.306944,2
956,956,1695,1424,3119,595,416,1011,4130,,956,1695,1424,3119,595,416,1011,4130,0,0.24,956,1695,1424,3119,595,416,1011,4130,0.244794,2
957,957,1156,970,2126,529,369,898,3024,,957,1156,970,2126,529,369,898,3024,0,0.3,957,1156,970,2126,529,369,898,3024,0.296958,2
958,958,4857,4079,8936,2065,1442,3507,12443,,958,4857,4079,8936,2065,1442,3507,12443,0,0.28,958,4857,4079,8936,2065,1442,3507,12443,0.281845,2
959,959,1522,1278,2800,588,411,999,3799,,959,1522,1278,2800,588,411,999,3799,0,0.26,959,1522,1278,2800,588,411,999,3799,0.262964,2
370,370,5328,4474,9802,1360,950,2310,12112,,370,5328,4474,9802,1360,950,2310,12112,0,0.19,370,5328,4474,9802,1360,950,2310,12112,0.19072,1
973,973,682,520,1202,61,43,104,1306,,973,682,520,1202,61,43,104,1306,0,0.08,973,682,520,1202,61,43,104,1306,0.079632,1
974,974,827,631,1458,125,88,213,1671,,974,827,631,1458,125,88,213,1671,0,0.13,974,827,631,1458,125,88,213,1671,0.127469,1
975,975,178,136,314,35,25,60,374,,975,178,136,314,35,25,60,374,0,0.16,975,178,136,314,35,25,60,374,0.160428,1
976,976,78,59,137,29,21,50,187,,976,78,59,137,29,21,50,187,0,0.27,976,78,59,137,29,21,50,187,0.26738,2
977,977,12,9,21,6,4,10,31,,977,12,9,21,6,4,10,31,0,0.32,977,12,9,21,6,4,10,31,0.322581,2
978,978,0,0,0,0,0,0,0,,978,0,0,0,0,0,0,0,0,0,978,0,0,0,0,0,0,0,0,1
979,979,5384,4111,9495,409,289,698,10193,,979,5384,4111,9495,409,289,698,10193,0,0.07,979,5384,4111,9495,409,289,698,10193,0.068478,1
980,980,2745,2095,4840,285,201,486,5326,,980,2745,2095,4840,285,201,486,5326,0,0.09,980,2745,2095,4840,285,201,486,5326,0.09125,1
981,981,6342,4842,11184,1488,1050,2538,13722,,981,6342,4842,11184,1488,1050,2538,13722,0,0.18,981,6342,4842,11184,1488,1050,2538,13722,0.184958,1
982,982,4451,3399,7850,799,564,1363,9213,,982,4451,3399,7850,799,564,1363,9213,0,0.15,982,4451,3399,7850,799,564,1363,9213,0.147943,1
983,983,2534,1935,4469,767,541,1308,5777,,983,2534,1935,4469,767,541,1308,5777,0,0.23,983,2534,1935,4469,767,541,1308,5777,0.226415,2
984,984,2433,1857,4290,293,206,499,4789,,984,2433,1857,4290,293,206,499,4789,0,0.1,984,2433,1857,4290,293,206,499,4789,0.104197,1
986,986,226,172,398,95,67,162,560,,986,226,172,398,95,67,162,560,0,0.29,986,226,172,398,95,67,162,560,0.289286,2
987,987,291,223,514,123,86,209,723,,987,291,223,514,123,86,209,723,0,0.29,987,291,223,514,123,86,209,723,0.289073,2
988,988,219,168,387,93,65,158,545,,988,219,168,387,93,65,158,545,0,0.29,988,219,168,387,93,65,158,545,0.289908,2
989,989,1050,801,1851,241,170,411,2262,,989,1050,801,1851,241,170,411,2262,0,0.18,989,1050,801,1851,241,170,411,2262,0.181698,1
990,990,299,228,527,129,91,220,747,,990,299,228,527,129,91,220,747,0,0.29,990,299,228,527,129,91,220,747,0.294511,2
372,372,1772,1353,3125,566,399,965,4090,,372,1772,1353,3125,566,399,965,4090,0,0.24,372,1772,1353,3125,566,399,965,4090,0.235941,2
991,991,312,239,551,124,87,211,762,,991,312,239,551,124,87,211,762,0,0.28,991,312,239,551,124,87,211,762,0.276903,2
1278,1278,1813,1703,3516,1937,1166,3103,6619,,1278,1813,1703,3516,1937,1166,3103,6619,0,0.47,1278,1813,1703,3516,1937,1166,3103,6619,0.468802,3
209,209,313,278,591,1515,671,2186,2777,,209,313,278,591,1515,671,2186,2777,0,0.79,209,313,278,591,1515,671,2186,2777,0.78718,4
1241,1241,346,308,654,1753,776,2529,3183,,1241,346,308,654,1753,776,2529,3183,0,0.79,1241,346,308,654,1753,776,2529,3183,0.794533,4
1265,1265,3,2,5,13,6,19,24,,1265,3,2,5,13,6,19,24,0,0.79,1265,3,2,5,13,6,19,24,0.791667,4
1266,1266,182,162,344,889,394,1283,1627,,1266,182,162,344,889,394,1283,1627,0,0.79,1266,182,162,344,889,394,1283,1627,0.788568,4
206,206,219,195,414,1118,495,1613,2027,,206,219,195,414,1118,495,1613,2027,0,0.8,206,219,195,414,1118,495,1613,2027,0.795757,4
1268,1268,772,725,1497,658,396,1054,2551,,1268,772,725,1497,658,396,1054,2551,0,0.41,1268,772,725,1497,658,396,1054,2551,0.413171,3
212,212,1290,1213,2503,1370,824,2194,4697,,212,1290,1213,2503,1370,824,2194,4697,0,0.47,212,1290,1213,2503,1370,824,2194,4697,0.467107,3
1269,1269,0,0,0,0,0,0,0,,1269,0,0,0,0,0,0,0,0,0,1269,0,0,0,0,0,0,0,0,1
1270,1270,838,788,1626,785,472,1257,2883,,1270,838,788,1626,785,472,1257,2883,0,0.44,1270,838,788,1626,785,472,1257,2883,0.436004,3
1271,1271,871,819,1690,804,483,1287,2977,,1271,871,819,1690,804,483,1287,2977,0,0.43,1271,871,819,1690,804,483,1287,2977,0.432314,3
1272,1272,4,4,8,4,3,7,15,,1272,4,4,8,4,3,7,15,0,0.47,1272,4,4,8,4,3,7,15,0.466667,3
1273,1273,912,857,1769,804,484,1288,3057,,1273,912,857,1769,804,484,1288,3057,0,0.42,1273,912,857,1769,804,484,1288,3057,0.421328,3
1370,1370,2522,2268,4790,258,148,406,5196,,1370,2522,2268,4790,258,148,406,5196,0,0.08,1370,2522,2268,4790,258,148,406,5196,0.078137,1
154,154,2157,1939,4096,236,135,371,4467,,154,2157,1939,4096,236,135,371,4467,0,0.08,154,2157,1939,4096,236,135,371,4467,0.083054,1
1371,1371,4466,4015,8481,537,308,845,9326,,1371,4466,4015,8481,537,308,845,9326,0,0.09,1371,4466,4015,8481,537,308,845,9326,0.090607,1
1381,1381,2537,2282,4819,289,165,454,5273,,1381,2537,2282,4819,289,165,454,5273,0,0.09,1381,2537,2282,4819,289,165,454,5273,0.086099,1
1382,1382,5296,4761,10057,803,461,1264,11321,,1382,5296,4761,10057,803,461,1264,11321,0,0.11,1382,5296,4761,10057,803,461,1264,11321,0.111651,1
464,464,5491,4938,10429,772,443,1215,11644,,464,5491,4938,10429,772,443,1215,11644,0,0.1,464,5491,4938,10429,772,443,1215,11644,0.104346,1
463,463,3664,3295,6959,358,205,563,7522,,463,3664,3295,6959,358,205,563,7522,0,0.07,463,3664,3295,6959,358,205,563,7522,0.074847,1
1379,1379,139,125,264,105,61,166,430,,1379,139,125,264,105,61,166,430,0,0.39,1379,139,125,264,105,61,166,430,0.386047,2
1384,1384,2019,1815,3834,261,150,411,4245,,1384,2019,1815,3834,261,150,411,4245,0,0.1,1384,2019,1815,3834,261,150,411,4245,0.09682,1
465,465,2527,2272,4799,369,212,581,5380,,465,2527,2272,4799,369,212,581,5380,0,0.11,465,2527,2272,4799,369,212,581,5380,0.107993,1
1385,1385,1432,1287,2719,165,94,259,2978,,1385,1432,1287,2719,165,94,259,2978,0,0.09,1385,1432,1287,2719,165,94,259,2978,0.086971,1
1386,1386,824,741,1565,88,51,139,1704,,1386,824,741,1565,88,51,139,1704,0,0.08,1386,824,741,1565,88,51,139,1704,0.081573,1
468,468,945,910,1855,424,275,699,2554,,468,945,910,1855,424,275,699,2554,0,0.27,468,945,910,1855,424,275,699,2554,0.273688,2
1388,1388,1379,1329,2708,662,430,1092,3800,,1388,1379,1329,2708,662,430,1092,3800,0,0.29,1388,1379,1329,2708,662,430,1092,3800,0.287368,2
1374,1374,324,313,637,263,171,434,1071,,1374,324,313,637,263,171,434,1071,0,0.41,1374,324,313,637,263,171,434,1071,0.405229,2
1375,1375,390,375,765,109,70,179,944,,1375,390,375,765,109,70,179,944,0,0.19,1375,390,375,765,109,70,179,944,0.189619,1
1376,1376,667,642,1309,87,56,143,1452,,1376,667,642,1309,87,56,143,1452,0,0.1,1376,667,642,1309,87,56,143,1452,0.098485,1
158,158,678,653,1331,69,44,113,1444,,158,678,653,1331,69,44,113,1444,0,0.08,158,678,653,1331,69,44,113,1444,0.078255,1
1377,1377,804,774,1578,101,66,167,1745,,1377,804,774,1578,101,66,167,1745,0,0.1,1377,804,774,1578,101,66,167,1745,0.095702,1
1390,1390,1735,1659,3394,106,123,229,3623,,1390,1735,1659,3394,106,123,229,3623,0,0.06,1390,1735,1659,3394,106,123,229,3623,0.063207,1
469,469,3482,3328,6810,246,288,534,7344,,469,3482,3328,6810,246,288,534,7344,0,0.07,469,3482,3328,6810,246,288,534,7344,0.072712,1
1391,1391,3931,3758,7689,223,262,485,8174,,1391,3931,3758,7689,223,262,485,8174,0,0.06,1391,3931,3758,7689,223,262,485,8174,0.059334,1
1392,1392,1598,1528,3126,99,115,214,3340,,1392,1598,1528,3126,99,115,214,3340,0,0.06,1392,1598,1528,3126,99,115,214,3340,0.064072,1
1393,1393,2117,2024,4141,163,190,353,4494,,1393,2117,2024,4141,163,190,353,4494,0,0.08,1393,2117,2024,4141,163,190,353,4494,0.078549,1
1394,1394,1337,1383,2720,244,669,913,3633,,1394,1337,1383,2720,244,669,913,3633,0,0.25,1394,1337,1383,2720,244,669,913,3633,0.251307,2
1395,1395,723,747,1470,109,299,408,1878,,1395,723,747,1470,109,299,408,1878,0,0.22,1395,723,747,1470,109,299,408,1878,0.217252,2
1396,1396,642,665,1307,64,176,240,1547,,1396,642,665,1307,64,176,240,1547,0,0.16,1396,642,665,1307,64,176,240,1547,0.155139,1
1397,1397,0,0,0,0,0,0,0,,1397,0,0,0,0,0,0,0,0,0,1397,0,0,0,0,0,0,0,0,1
1398,1398,0,0,0,0,0,0,0,,1398,0,0,0,0,0,0,0,0,0,1398,0,0,0,0,0,0,0,0,1
1399,1399,5299,5480,10779,569,1558,2127,12906,,1399,5299,5480,10779,569,1558,2127,12906,0,0.16,1399,5299,5480,10779,569,1558,2127,12906,0.164807,1
1075,1075,586,607,1193,103,103,206,1399,,1075,586,607,1193,103,103,206,1399,0,0.15,1075,586,607,1193,103,103,206,1399,0.147248,1
1076,1076,4013,4158,8171,907,907,1814,9985,,1076,4013,4158,8171,907,907,1814,9985,0,0.18,1076,4013,4158,8171,907,907,1814,9985,0.181673,1
1077,1077,4028,4174,8202,969,969,1938,10140,,1077,4028,4174,8202,969,969,1938,10140,0,0.19,1077,4028,4174,8202,969,969,1938,10140,0.191124,1
159,159,3341,3462,6803,1141,1141,2282,9085,,159,3341,3462,6803,1141,1141,2282,9085,0,0.25,159,3341,3462,6803,1141,1141,2282,9085,0.251183,2
1085,1085,642,629,1271,407,114,521,1792,,1085,642,629,1271,407,114,521,1792,0,0.29,1085,642,629,1271,407,114,521,1792,0.290737,2
1086,1086,135,123,258,112,104,216,474,,1086,135,123,258,112,104,216,474,0,0.46,1086,135,123,258,112,104,216,474,0.455696,3
1087,1087,669,613,1282,345,319,664,1946,,1087,669,613,1282,345,319,664,1946,0,0.34,1087,669,613,1282,345,319,664,1946,0.341213,2
1088,1088,1495,1371,2866,483,445,928,3794,,1088,1495,1371,2866,483,445,928,3794,0,0.24,1088,1495,1371,2866,483,445,928,3794,0.244597,2
1089,1089,1919,1760,3679,768,709,1477,5156,,1089,1919,1760,3679,768,709,1477,5156,0,0.29,1089,1919,1760,3679,768,709,1477,5156,0.286462,2
1090,1090,1961,1798,3759,620,573,1193,4952,,1090,1961,1798,3759,620,573,1193,4952,0,0.24,1090,1961,1798,3759,620,573,1193,4952,0.240913,2
1111,1111,1236,1211,2447,963,268,1231,3678,,1111,1236,1211,2447,963,268,1231,3678,0,0.33,1111,1236,1211,2447,963,268,1231,3678,0.334693,2
1112,1112,1385,1270,2655,654,604,1258,3913,,1112,1385,1270,2655,654,604,1258,3913,0,0.32,1112,1385,1270,2655,654,604,1258,3913,0.321492,2
1113,1113,443,407,850,218,201,419,1269,,1113,443,407,850,218,201,419,1269,0,0.33,1113,443,407,850,218,201,419,1269,0.330181,2
1114,1114,1075,985,2060,272,252,524,2584,,1114,1075,985,2060,272,252,524,2584,0,0.2,1114,1075,985,2060,272,252,524,2584,0.202786,1
472,472,1804,1655,3459,872,805,1677,5136,,472,1804,1655,3459,872,805,1677,5136,0,0.33,472,1804,1655,3459,872,805,1677,5136,0.326519,2
1115,1115,680,623,1303,404,372,776,2079,,1115,680,623,1303,404,372,776,2079,0,0.37,1115,680,623,1303,404,372,776,2079,0.373256,2
1079,1079,363,377,740,88,88,176,916,,1079,363,377,740,88,88,176,916,0,0.19,1079,363,377,740,88,88,176,916,0.19214,1
1080,1080,5036,5218,10254,1033,1033,2066,12320,,1080,5036,5218,10254,1033,1033,2066,12320,0,0.17,1080,5036,5218,10254,1033,1033,2066,12320,0.167695,1
1081,1081,6,6,12,9,9,18,30,,1081,6,6,12,9,9,18,30,0,0.6,1081,6,6,12,9,9,18,30,0.6,3
1082,1082,919,953,1872,296,296,592,2464,,1082,919,953,1872,296,296,592,2464,0,0.24,1082,919,953,1872,296,296,592,2464,0.24026,2
1083,1083,1316,1364,2680,290,290,580,3260,,1083,1316,1364,2680,290,290,580,3260,0,0.18,1083,1316,1364,2680,290,290,580,3260,0.177914,1
1084,1084,114,119,233,163,163,326,559,,1084,114,119,233,163,163,326,559,0,0.58,1084,114,119,233,163,163,326,559,0.583184,3
161,161,0,0,0,0,0,0,0,,161,0,0,0,0,0,0,0,0,0,161,0,0,0,0,0,0,0,0,1
1102,1102,224,202,426,380,351,731,1157,,1102,224,202,426,380,351,731,1157,0,0.63,1102,224,202,426,380,351,731,1157,0.631806,4
1103,1103,2526,2269,4795,3763,3475,7238,12033,,1103,2526,2269,4795,3763,3475,7238,12033,0,0.6,1103,2526,2269,4795,3763,3475,7238,12033,0.601513,3
1104,1104,921,827,1748,134,124,258,2006,,1104,921,827,1748,134,124,258,2006,0,0.13,1104,921,827,1748,134,124,258,2006,0.128614,1
1105,1105,62,55,117,32,30,62,179,,1105,62,55,117,32,30,62,179,0,0.35,1105,62,55,117,32,30,62,179,0.346369,2
210,210,737,663,1400,337,312,649,2049,,210,737,663,1400,337,312,649,2049,0,0.32,210,737,663,1400,337,312,649,2049,0.31674,2
1106,1106,685,616,1301,884,817,1701,3002,,1106,685,616,1301,884,817,1701,3002,0,0.57,1106,685,616,1301,884,817,1701,3002,0.566622,3
1108,1108,461,339,800,85,79,164,964,,1108,461,339,800,85,79,164,964,0,0.17,1108,461,339,800,85,79,164,964,0.170124,1
1109,1109,182,138,320,519,480,999,1319,,1109,182,138,320,519,480,999,1319,0,0.76,1109,182,138,320,519,480,999,1319,0.757392,4
1116,1116,563,517,1080,324,299,623,1703,,1116,563,517,1080,324,299,623,1703,0,0.37,1116,563,517,1080,324,299,623,1703,0.365825,2
1117,1117,702,643,1345,323,299,622,1967,,1117,702,643,1345,323,299,622,1967,0,0.32,1117,702,643,1345,323,299,622,1967,0.316218,2
1091,1091,0,0,0,0,0,0,0,,1091,0,0,0,0,0,0,0,0,0,1091,0,0,0,0,0,0,0,0,1
1092,1092,213,195,408,380,350,730,1138,,1092,213,195,408,380,350,730,1138,0,0.64,1092,213,195,408,380,350,730,1138,0.641476,4
1042,1042,58,57,115,40,81,121,236,,1042,58,57,115,40,81,121,236,0,0.51,1042,58,57,115,40,81,121,236,0.512712,3
1099,1099,255,230,485,383,352,735,1220,,1099,255,230,485,383,352,735,1220,0,0.6,1099,255,230,485,383,352,735,1220,0.602459,3
211,211,300,269,569,103,96,199,768,,211,300,269,569,103,96,199,768,0,0.26,211,300,269,569,103,96,199,768,0.259115,2
1166,1166,145,99,244,576,374,950,1194,,1166,145,99,244,576,374,950,1194,0,0.8,1166,145,99,244,576,374,950,1194,0.795645,4
1167,1167,0,0,0,0,0,0,0,,1167,0,0,0,0,0,0,0,0,0,1167,0,0,0,0,0,0,0,0,1
1168,1168,145,99,244,617,401,1018,1262,,1168,145,99,244,617,401,1018,1262,0,0.81,1168,145,99,244,617,401,1018,1262,0.806656,4
1169,1169,97,66,163,342,222,564,727,,1169,97,66,163,342,222,564,727,0,0.78,1169,97,66,163,342,222,564,727,0.775791,4
1170,1170,87,59,146,229,149,378,524,,1170,87,59,146,229,149,378,524,0,0.72,1170,87,59,146,229,149,378,524,0.721374,4
1171,1171,95,65,160,237,155,392,552,,1171,95,65,160,237,155,392,552,0,0.71,1171,95,65,160,237,155,392,552,0.710145,4
1172,1172,138,95,233,541,352,893,1126,,1172,138,95,233,541,352,893,1126,0,0.79,1172,138,95,233,541,352,893,1126,0.793073,4
1173,1173,0,0,0,0,0,0,0,,1173,0,0,0,0,0,0,0,0,0,1173,0,0,0,0,0,0,0,0,1
1174,1174,72,49,121,370,241,611,732,,1174,72,49,121,370,241,611,732,0,0.83,1174,72,49,121,370,241,611,732,0.834699,5
226,226,18,12,30,67,44,111,141,,226,18,12,30,67,44,111,141,0,0.79,226,18,12,30,67,44,111,141,0.787234,4
1157,1157,37,25,62,105,69,174,236,,1157,37,25,62,105,69,174,236,0,0.74,1157,37,25,62,105,69,174,236,0.737288,4
1175,1175,34,24,58,149,97,246,304,,1175,34,24,58,149,97,246,304,0,0.81,1175,34,24,58,149,97,246,304,0.809211,4
1158,1158,1,0,1,2,2,4,5,,1158,1,0,1,2,2,4,5,0,0.8,1158,1,0,1,2,2,4,5,0.8,4
1159,1159,66,46,112,28,18,46,158,,1159,66,46,112,28,18,46,158,0,0.29,1159,66,46,112,28,18,46,158,0.291139,2
1160,1160,5,3,8,5,4,9,17,,1160,5,3,8,5,4,9,17,0,0.53,1160,5,3,8,5,4,9,17,0.529412,3
1161,1161,23,15,38,93,60,153,191,,1161,23,15,38,93,60,153,191,0,0.8,1161,23,15,38,93,60,153,191,0.801047,4
1162,1162,58,39,97,54,35,89,186,,1162,58,39,97,54,35,89,186,0,0.48,1162,58,39,97,54,35,89,186,0.478495,3
1163,1163,5,3,8,25,17,42,50,,1163,5,3,8,25,17,42,50,0,0.84,1163,5,3,8,25,17,42,50,0.84,5
1164,1164,1,1,2,5,4,9,11,,1164,1,1,2,5,4,9,11,0,0.82,1164,1,1,2,5,4,9,11,0.818182,5
1218,1218,111,76,187,553,359,912,1099,,1218,111,76,187,553,359,912,1099,0,0.83,1218,111,76,187,553,359,912,1099,0.829845,5
1215,1215,551,378,929,2146,1397,3543,4472,,1215,551,378,929,2146,1397,3543,4472,0,0.79,1215,551,378,929,2146,1397,3543,4472,0.792263,4
1216,1216,333,228,561,1196,778,1974,2535,,1216,333,228,561,1196,778,1974,2535,0,0.78,1216,333,228,561,1196,778,1974,2535,0.778698,4
1217,1217,87,59,146,382,249,631,777,,1217,87,59,146,382,249,631,777,0,0.81,1217,87,59,146,382,249,631,777,0.812098,5
1180,1180,0,0,0,0,0,0,0,,1180,0,0,0,0,0,0,0,0,0,1180,0,0,0,0,0,0,0,0,1
1181,1181,1,1,2,5,4,9,11,,1181,1,1,2,5,4,9,11,0,0.82,1181,1,1,2,5,4,9,11,0.818182,5
1182,1182,128,88,216,665,432,1097,1313,,1182,128,88,216,665,432,1097,1313,0,0.84,1182,128,88,216,665,432,1097,1313,0.835491,5
